pseudo_sentence,gold_cd,sentence
"Then he said to the descendants of Abraham, ""Put away the strange gods that are among you, and be clean, and change your garments.""",2|two # then|it # hebrew|descendants of abraham # saying|says # unto|to # <unk> # family|relatives # comma|pause # and|also # to|toward # all|every # that|which # were|was # with|by # you|who # comma|pause # put|placed # away|off # the # odd|strange # false gods|gods # that|which # is|art # among|interwoven # you all|them # comma|pause # and|also # is|art # clean|wipe # comma|pause # and|also # change|transform # theirs|your # vestures|raiment # colen|:,"Then Jacob said to his household, and to all who were with him, ""Put away the foreign gods that are among you, purify yourselves, change your garments."
"Verse five and you guys also had dreams, both of them, each and every woman whose dreams were inside one evening. Each woman's fellow towards the interpretation of their dreams, the house servant and also the baker of the master of Egypt, which were tied at the wrists inside the prison.",5|five # and|also # you all|you guys # dreams|fantasies # both|both of them # of|by # they|those just mentioned # comma|pause # each|every # women|females # whose|his # dreams|fantasies # inside|in # 1|one # night|evening # comma|pause # each|every # women|females # fellow|comrade # to|towards # the # interpret|interpretation # of|by # <unk> # dreams|fantasies # comma|pause # the # house|tabernacle # servant|bondman # and|also # the # baker|bakery # of|by # the # king|master # of|by # egypt # comma|pause # that|which # were|was # bound|tied at the wrists # inside|in # the # dungeon|prison # full stop|.,"They both dreamed a dream, each man his dream, in one night, each man according to the interpretation of his dream, the cupbearer and the baker of the king of Egypt, who were bound in the prison."
"And you shall give to the descendants of Abraham all the strange gods that are in their hands, and their earrings that are in their ears. And they hid them under the oak which was by Shechem.",4|four # and|also # you all|them # give|provide # to|unto # hebrew|descendants of abraham # all|every # the # odd|strange # false gods|gods # that|which # were|was # inside|in # their|theirs # hand|manual # comma|pause # and|also # all|every # their|theirs # earrings|ear studs # that|which # were|was # inside|in # their|theirs # ears|ear # ?|question # and|also # hebrew|descendants of abraham # hide|hides # that|which # under|below # the # oak|oak tree # that|which # was|were # by|bye # shechem|nablus # full stop|.,"They gave to Jacob all the foreign gods which were in their hands, and the rings which were in their ears; and Jacob hid them under the oak which was by Shechem."
"John 2, verse 11.",john|john the apostle # 2|two # comma|pause # verse|poem # 11|eleven # full stop|.,"This beginning of his signs Jesus did in Cana of Galilee, and revealed his glory; and his disciples believed in him."
"Verse 1: Well said. No one is right, not even one.",verse|passage # thumbs up|good # full stop|. # <unk> # saying|says # <unk> # comma|pause # none|no # <unk> # correct|accurate # comma|pause # not|dis # 1|one # full stop|.,"Verse 10: As it is written, ""There is no one righteous; no, not one."
"Good job. What should we do next? Communication is crucial. Then, when the host sees you, you will be honored in front of all the other guests.",verse|passage # thumbs up|good # full stop|. # <unk> # do|perform # ?|question # <unk> # <unk> # comma|pause # <unk> # <unk> # important|crucial # comma|pause # <unk> # full stop|. # then|next # happen|occur # their left|their left side # host|hostess # see|view # comma|pause # <unk> # go|proceed # <unk> # comma|pause # <unk> # you|her # comma|pause # we|us # have|had # better|improved # places|place # to|for # you|her # !|exclamation # then|next # you|her # have|had # honor|respect # in front of|before # all|every # other|rest # guests|visitors # full stop|.,"Verse 10: But when you are invited, go and sit in the lowest place, so that when he who invited you comes, he may tell you, 'Friend, move up higher.' Then you will be honored in the presence of all who sit at the table with you."
"Verse: Good. This is because feathers watch, women need to cover their heads as a sign under authority.",verse|passage # thumbs up|good # full stop|. # this|these # cause|caused # comma|pause # as well|moreover # because|since # wings|feathers # watch|watches # comma|pause # female grownup|woman # have to|need to # <unk> # cover|hat # comma|pause # sign|signs # you|her # under|below # power|authority # full stop|.,"Verse 10: For this cause the woman ought to have authority on her head, because of the angels."
"Verse 10: My prophets, I have sent to warn you with many dreams.",verse 10|verse ten # full stop|. # my # prophets|prophet # i|me # finish|complete # dispatch|send # warn|warning # you all|you guys # with|by # many|numerous # dream|dreams # comma|pause # <unk> # full stop|.,"Verse 10: I have also spoken to the prophets, and I have multiplied visions; and by the ministry of the prophets I have used parables."
"Verse: Good. Libya, Cyrene, visitors from Rome, both Jews and converts to Judaism.",verse|passage # thumbs up|good # full stop|. # <unk> # comma|pause # <unk> # comma|pause # <unk> # comma|pause # <unk> # libya # <unk> # cyrene # comma|pause # <unk> # from|starting from # roman|rome # <unk> # hebrew|descendants of abraham # comma|pause # <unk> # <unk> # judaism|jewish religion # both|both of them # <unk> # comma|pause,"Verse 10: Phrygia, Pamphylia, Egypt, the parts of Libya around Cyrene, visitors from Rome, both Jews and proselytes,"
"Verse ten: But the angel said to them, ""Do not be afraid! I bring you good news that will bring great joy to all the people.""",verse 10|verse ten # full stop|. # but|however # angel|spiritual being # comfort|console # full stop|. # <unk> # comma|pause # <unk> # afraid|fearful # !|exclamation # <unk> # declare|inform # me|self # <unk> # <unk> # comma|pause # <unk> # <unk> # awesome|great # enjoy|pleasure # <unk> # whole|entire # people|persons # full stop|.,"Verse 10: The angel said to them, ""Don't be afraid, for behold, I bring you good news of great joy which will be to all the people."
"Verse: Good. Yes, my parents, yeah, my father and mother, Lord God, you are near to me. I shall.",verse|passage # thumbs up|good # full stop|. # yes|yeah # comma|pause # <unk> # my|mine # parents|father and mother # <unk> # <unk> # comma|pause # lord # god|he # <unk> # near|close # i|me # shall # full stop|.,"Verse 10: When my father and my mother forsake me, then Yahweh will take me up."
"Good. Then the government proceeded, Paul spoke. Paul said, ""Man, I know that for many years you have been a judge of the Hebrew people. Therefore, I am happy to present my defense before you.""",verse|passage # thumbs up|good # full stop|. # then|it # government|govern # <unk> # comma|pause # paul # proceed|go ahead # speak|talk # full stop|. # paul # saying|says # comma|pause # man|male # comma|pause # i|me # know that|know this # up to now|until now # many|numerous # year|years # you|her # judge|discern # hebrew|descendants of abraham # occupation|trade # comma|pause # <unk> # happy|joyful # my|mine # block|obstruct # i|me # suggest|prompt # before|prior to # full stop|.,"Verse 10: When the governor had beckoned to him to speak, Paul answered, ""Because I know that you have been a judge of this nation for many years, I cheerfully make my defense,"
Thumbs up for the victorious conqueror! Have no fear of the approaching plague.,verse|poem # thumbs up|good # full stop|. # <unk> # <unk> # conquer|defeat # he|you # ?|question # pronoun|class project # <unk> # comma|pause # none|zero # plague|pestilence # near|approach # full stop|.,"Verse 10: no evil shall happen to you, neither shall any plague come near your dwelling."
"Good. I'm not talking about unbelievers who sin, are greedy, cheat others, or worship idols. In that case, you would have to leave the world.",verse|passage # thumbs up|good # full stop|. # <unk> # me|self # not|dis # speak|talk # about|concerning # nonbelievers|unbelievers # do|doing # <unk> # sin|transgression # comma|pause # then|next # greedy|selfish # comma|pause # cheat|deceive # people|folks # comma|pause # behave|act # idol|icon # worship|adoration # full stop|. # <unk> # as|because # that|that one # comma|pause # <unk> # avoid|evade # ?|question # should|ought to # leave|depart # world|earth # full stop|.,"Verse 10: yet not at all meaning with the sexual sinners of this world, or with the covetous and extortioners, or with idolaters; for then you would have to leave the world."
"Verse 11: Furthermore, their neighbors, the relatives, need to be instructed, as everyone at least should be aware of the crucial future, that the Lord knows me.",verse|passage # 11|eleven # full stop|. # also|furthermore # their|theirs # neighbors|neighbours # comma|pause # <unk> # family|relatives # comma|pause # you all # need|require # teach|instruct # comma|pause # <unk> # comma|pause # <unk> # knows|know # lord # full stop|. # for-for # ?|question # everyone|everybody # at least|minimum # important|crucial # comma|pause # <unk> # comma|pause # <unk> # <unk> # future|will # knoweth|aware # me|exodus 3:14 # full stop|.,"Verse 11. And they will not need to teach their neighbors, nor will they need to teach their relatives, saying, 'You should know the LORD.' For everyone, from the least to the greatest, will know me already."
"Verse 11: Now if perfection had been attainable through the Levitical priesthood (for under it the people received the law), what further need would there have been for another priest to arise after the order of Melchizedek, rather than one named after the order of Aaron?",verse|passage # 11|eleven # full stop|. # well|good # christ|jesus # current|now # become|becomes # high|tall # priest|clergyman # over|on # all|every # good|well # things|objects # finish|complete # come|coming # full stop|. # <unk> # greater|bigger # comma|pause # more|additional # excellent|excellence # god|he # heaven|paradise # comma|pause # god|he # already|previously # enter|input # ?|question # human|person # hands|manual # not|dis # create|creating # comma|pause # <unk> # not|dis # slice|portion # of|by # here|in this place # create|creating # world|earth # full stop|.,"Verse 11. So Christ has now become the High Priest over all the good things that have come. He has entered that greater, more perfect Tabernacle in heaven, which was not made by human hands and is not part of this created world."
"Verse 11: Now, concerning the collection for the saints, as I directed the churches of Galatia, so you also are to do. On the first day of every week, each of you is to put something aside and store it up, as he may prosper, so that there will be no collecting when I come.",verse|passage # 11|eleven # full stop|. # now|sign for now - used as topic marker # comma|pause # things|objects # you all|you # start|initiate # comma|pause # ought to|should # completed|finished # full stop|. # <unk> # you all|these # eager|enthusiastic # ?|question # now|sign for now - used as topic marker # you all|these # giving|donating # comma|pause # let|allow # eager|enthusiastic # as|same # full stop|. # how|in what way # giving|donating # ?|question # related|associated # you all|you guys # have|had # full stop|.,"Verse 11: But now complete the doing also, that as there was the readiness to be willing, so there may be the completion also out of your ability."
"Verse 11: But you have profaned it by saying that the Lord's table is defiled, and its fruit, that is, its food, may be despised.",verse|passage # 11|eleven # full stop|. # but|however # you all|you guys # <unk> # welfare|well-being # to|for # people|folks # tell|inform # parents|father and mother # comma|pause # <unk> # ?|question # i|me # can't|cannot # help|assistance # full stop|. # <unk> # future|will # present|gift # you|who # comma|pause # i|me # finish|complete # covenant|pledge # present|gift # <unk> # full stop|.,"Verse 11: But you say, 'If a man tells his father or his mother, ""Whatever profit you might have received from me is Corban , that is to say, given to God"";'"
"Verse 11: For He who said, ""Do not commit adultery,"" also said, ""Do not murder."" If you do not commit adultery but do murder, you have become a transgressor of the law.",verse|passage # 11|eleven # full stop|. # same|identical # <unk> # already|previously # saying|says # comma|pause # <unk> # have to|need to # not|dis # behave|act # adultery|infidelity # comma|pause # god|he # as well|moreover # saying|says # comma|pause # <unk> # have to|need to # not|dis # murder|kill # full stop|. # so|thus # if|in case # he|you # murder|destroy # <unk> # comma|pause # but|however # not|dis # do|doing # adultery|infidelity # comma|pause # still|after all # law|legislation # he|you # broken|break # full stop|.,"Verse 11: For he who said, ""Do not commit adultery,"" also said, ""Do not commit murder."" Now if you do not commit adultery, but murder, you have become a transgressor of the law."
Verse 11: This is the message you heard from the beginning: We should love one another.,verse|passage # 11|eleven # full stop|. # here|in this place # message|inform # comma|pause # start|initiate # <unk> # you all|you guys # listen|hear # colen|: # we|us # ought to|should # love|adore # each other|social # full stop|.,"Verse 11: For this is the message which you heard from the beginning, that we should love one another;"
"Verse 11: God's purpose in all this was to make the Gentiles part of his people, and in this way save you. As the scripture says, ""The people who were not called God's people are now his people; the people who were not loved by him are now loved by him.""",verse|passage # 11|eleven # full stop|. # lord|god # god|he # <unk> # comma|pause # truly|true # happen|occur # you all|them # fall|falls # comma|pause # destroys|ruins # question|query # full stop|. # <unk> # !|exclamation # they|them # not|dis # obey|submit # comma|pause # so|thus # <unk> # gentiles|non-jews # comma|pause # god|deity # already|previously # make|made # deliver|delivered # able|possible # you all|you guys # full stop|. # although|but # god|he # desire|will # god|he # <unk> # become|becomes # jealous|envious # ?|question # receive|get # to|for # <unk> # full stop|.,"Verse 11: I ask then, did they stumble that they might fall? May it never be! But by their fall salvation has come to the Gentiles, to provoke them to jealousy."
"Verse 11: Then I saw another beast coming up out of the earth. It had two horns like a lamb, but it spoke like a dragon.",verse|passage # 11|eleven # full stop|. # then|it # i|me # see|sight # comma|pause # other|another # beast|animal # earth|planet # <unk> # full stop|. # have|possess # 2|two # pimple|acne # like-2|like 2 # lamb|baby sheep # comma|pause # but|however # he|she # speak|talk # ?|question # voice|vocal # dragon|draco # full stop|.,"Verse 11: I saw another beast coming up out of the earth. He had two horns like a lamb, and he spoke like a dragon."
"Verse 11: Furthermore, I declare to you that the Gentiles should be fellow heirs, of the same body, and partakers of His promise in Christ through the gospel.",verse|passage # 11|eleven # full stop|. # also|furthermore # i|me # announce|declare # comma|pause # <unk> # gentiles|non-jews # <unk> # comma|pause # world|earth # around|about # east|eastern # <unk> # comma|pause # you all|these # <unk> # direct|wilt # ?|question # sit|sat # with|by # abraham # comma|pause # isaac # comma|pause # jacob|son of isaac # where|wherein # ?|question # <unk> # <unk> # <unk> # full stop|.,"Verse 11: I tell you that many will come from the east and the west, and will sit down with Abraham, Isaac, and Jacob in the Kingdom of Heaven,"
"Verse 1: Then Jesus thanked God and gave generously. When it was finished, it was the same. The people were content.",verse|poem # <unk> # full stop|. # then|it # <unk> # comma|pause # jesus|christ # <unk> # comma|pause # thank you god|thank you # <unk> # comma|pause # then|next # give give|generous # full stop|. # finish|accomplished # comma|pause # <unk> # comma|pause # same|identical # full stop|. # <unk> # people|persons # <unk> # satisfy|content # full stop|.,"Verse 11: Jesus took the loaves; and having given thanks, he distributed to the disciples, and the disciples to those who were sitting down; likewise also of the fish as much as they desired."
"Verse 11: Well, let us therefore fear, lest, a promise being left us of entering into his rest, any of you should seem to come short of it. For unto us was the gospel preached, as well as unto them: but the word preached did not profit them, not being mixed with faith in them that heard it.",verse|passage # 11|eleven # full stop|. # well|good # that|that one # rest|relaxation # comma|pause # let|allow # we|us # behave|act # <unk> # enter|into # full stop|. # <unk> # if|in case # <unk> # we|us # disobey|defy # comma|pause # same|identical # israel|israeli # people|folks # disobey|defy # comma|pause # then|next # we|us # direct|wilt # fall|falls # full stop|.,"Verse 11: Let us therefore give diligence to enter into that rest, lest anyone fall after the same example of disobedience."
"Verse 11: For our enemies say, ""We know not what has happened."" We are in their hands, and they direct our work.",verse|passage # 11|eleven # full stop|. # <unk> # comma|pause # our|belongs to us # enemies|enemy # say|says # comma|pause # <unk> # you all|you guys # knows|know # happen|occur # comma|pause # we|us # direct|wilt # <unk> # you all|you guys # comma|pause # <unk> # comma|pause # <unk> # their|theirs # working|work # full stop|.,"Verse 11: Our adversaries said, ""They shall not know, neither see, until we come into their midst, and kill them, and cause the work to cease."""
"Verse 11: Have we not previously testified about this: that God has given us eternal life, and this life is in his Son?",verse|passage # 11|eleven # full stop|. # <unk> # testimony|testify # already|previously # ?|question # this|these # colen|: # forever|eternal # living|live # god|he # already|previously # giver|give # we|us # ?|question # this # living|live # inside|in # god|he # <unk> # full stop|.,"Verse 11: The testimony is this, that God gave to us eternal life, and this life is in his Son."
Verse 11: They have conquered him by the blood of the Lamb and by the word of their testimony. They did not love their lives so much as to shrink from death.,verse|passage # 11|eleven # full stop|. # <unk> # finish|complete # defeat|conquer # <unk> # lamb|baby sheep # blood|bleed # as well|moreover # <unk> # their|theirs # testimony|testify # full stop|. # <unk> # not|dis # love|adore # their|theirs # living|live # big|large # ?|question # <unk> # not|dis # afraid|fearful # death|dying # full stop|.,"Verse 11: They overcame him because of the Lamb's blood, and because of the word of their testimony. They didn't love their life, even to death."
Verse 11: Have you become <unk> after my <unk>? My <unk> over you has been <unk>. My <unk> over you has been <unk>.,verse|passage # 11|eleven # full stop|. # my # <unk> # comma|pause # you|you're # already|previously # <unk> # ?|question # become|becomes # <unk> # <unk> # full stop|. # my # grieve|grieving # <unk> # comma|pause # you|you're # already|previously # remove|eliminate # ?|question # instead|rather # you|you're # <unk> # <unk> # what|which # ?|question # joy|blessedness # comma|pause,"Verse 11: You have turned my mourning into dancing for me. You have removed my sackcloth, and clothed me with gladness,"
"Verse 11: So, in Christ Jesus you are all children of God through faith, for all of you who were baptized into Christ have clothed yourselves with Christ.",verse|passage # 11|eleven # full stop|. # happen|result # christ|jesus # you all|these # accept|obtained # comma|pause # you all|these # become|becomes # <unk> # circumcise|circumcised # comma|pause # but|however # not|dis # from|starting from # body|flesh # pass on|proceed # full stop|. # <unk> # do|doing # soul|spirit # circumcise|circumcised # comma|pause # purpose|intend # their|pronoun # sin|transgression # native|indigenous # god|he # cut|cutting # throw|threw # full stop|.,"Verse 11: in whom you were also circumcised with a circumcision not made with hands, in the putting off of the body of the sins of the flesh, in the circumcision of Christ;"
"Verse 12: For the Lord himself will descend from heaven with a cry of command, with the voice of an archangel, and with the sound of the trumpet of God.",verse|passage # 12|twelve # full stop|. # that|that one # cause|caused # lord # saying|says # comma|pause # now|right now # <unk> # i|me # comma|pause # <unk> # have|had # time|times # full stop|. # <unk> # i|me # their|theirs # heart|hearts # full stop|. # come|arrive # how|in what way # ?|question # <unk> # comma|pause # <unk> # comma|pause # <unk> # full stop|.,"Verse 12: ""Yet even now,"" says Yahweh, ""turn to me with all your heart, and with fasting, and with weeping, and with mourning."""
"Verse 12: And they worshiped the dragon, for he had given his authority to the beast, and they worshiped the beast, saying, ""Who is like the beast, and who is able to wage war with him?""",verse|passage # 12|twelve # full stop|. # <unk> # 3|three # beast|animal # comma|pause # their|pronoun # power|authority # remove|delete # ?|question # but|however # you all|you guys # suffered|endured # living|live # a length of time|a period of time # more|additional # full stop|.,"Verse 12: As for the rest of the animals, their dominion was taken away: yet their lives were prolonged for a season and a time."
"Verse 12: Blessed is the man who endures temptation, for when he has been approved, he will receive the crown of life which the Lord has promised to those who love Him.",verse|passage # 12|twelve # full stop|. # <unk> # comma|pause # tempt|attract # comma|pause # people|folks # misery|suffer # patience|patient # comma|pause # <unk> # bless|blesses # full stop|. # finish|accomplished # comma|pause # diadem|crown # living|live # receive|get # ?|question # <unk> # already|previously # <unk> # <unk> # people|folks # love|adore # god|he # full stop|.,"Verse 12: Blessed is the man who endures temptation, for when he has been approved, he will receive the crown of life, which the Lord promised to those who love him."
"Verse 12: I have many things to say to you, but you cannot bear them now. When the Spirit of truth comes, he will guide you into all the truth.",verse 12 # full stop|. # <unk> # saying|says # you all|you guys # partner|associates # comma|pause # <unk> # puzzle|mystery # i|me # tell # full stop|. # <unk> # <unk> # festivals|celebrate # comma|pause # my # puzzle|mystery # comma|pause # if|in case # you all|you guys # interpret|interpretation # can|tin # comma|pause # then|thereby # thirty|30 # fancy|fine # linen # coat|cloak # comma|pause # also|furthermore # thirty|30 # fancy|fine # vestures|raiment # i|me # <unk> # full stop|.,"Verse 12: Samson said to them, ""Let me tell you a riddle now. If you can declare it to me within the seven days of the feast, and find it out, then I will give you thirty linen garments and thirty changes of clothing;"
"Verse 12: Thus the soldiers, their captain, and the officers of the Jews arrested Jesus and bound him.",verse|poem # 12|twelve # full stop|. # so|thus # army|armed forces # comma|pause # their|theirs # boss|supervisor # comma|pause # <unk> # <unk> # arrest|grab # jesus|christ # comma|pause # tie-up|bind # full stop|.,"Verse 12: So the detachment, the commanding officer, and the officers of the Jews, seized Jesus and bound him,"
"Verse 12: The meat was for the men, and the animals were for the beasts. The partners were completely filled, and the burrows were full. The beasts ate, and the partners were filled. They also took the plunder.",verse 12 # full stop|. # <unk> # fleshed|meat # <unk> # to|for # <unk> # comma|pause # as well|moreover # beast|animal # <unk> # to|for # pronoun|class project # partner|associates # <unk> # full stop|. # <unk> # completely|filled # burrow|burrows # beast|animal # eat|eating # comma|pause # pronoun|class project # burrow|burrows # completely|filled # pronoun|class project # steal|plunder # full stop|.,"Verse 12: The lion tore in pieces enough for his cubs, and strangled for his lionesses, and filled his caves with the kill, and his dens with prey."
"Verse 12: Then the disciple asked, ""Did you recently say he is a Pharisee?"" causing confusion.",verse|passage # 12|twelve # full stop|. # then|it # disciple|follower of christ # <unk> # <unk> # comma|pause # ask|request # comma|pause # <unk> # you|who # recently|just # saying|says # comma|pause # he|she # <unk> # pharisee|the largest of the ancient jewish sects # people|folks # ?|question # you|you all # cause|caused # question|query # full stop|.,"Verse 12: Then the disciples came, and said to him, ""Do you know that the Pharisees were offended, when they heard this saying?"""
"Verse 12: Recognize who will discern the future, this will reveal the future, who will the infant, this infant.",verse 12 # full stop|. # <unk> # recognize|discern # you|who # future|will # comma|pause # <unk> # comma|pause # this # reveal|testify # comma|pause # <unk> # future|will # <unk> # infant|babe # comma|pause # <unk> # <unk> # <unk> # <unk> # comma|pause # <unk> # this # infant|babe # full stop|.,"Verse 12: This is the sign to you: you will find a baby wrapped in strips of cloth, lying in a feeding trough."""
"Verse 12: We work hard with our own hands. When we are cursed, we bless; when we are persecuted, we endure;",verse|passage # 12|twelve # full stop|. # <unk> # living|live # we|us # working|work # comma|pause # our|belongs to us # hands|manual # tired|weary # full stop|. # <unk> # <unk> # we|us # ?|question # you all|you guys # we|us # bless|blesses # full stop|. # <unk> # insults|abuse # we|us # ?|question # we|us # patience|patient # you all|you guys # full stop|.,"Verse 12: We toil, working with our own hands. When people curse us, we bless. Being persecuted, we endure."
"Verse 13: The mountain of Sinai, you have come to. You speak to us, and we will hear. What God says, we will do, and His laws are good.",verse 13 # full stop|. # <unk> # name|title # sinai # comma|pause # you|you all # come|arrive # comma|pause # <unk> # <unk> # you|your # speak|talk # you all|you guys # full stop|. # you|you all # <unk> # what|which # comma|pause # <unk> # comma|pause # <unk> # just|equal # comma|pause # also|furthermore # law|legislation # comma|pause # commands|instructions # good|well # full stop|.,"Verse 13: ""You came down also on Mount Sinai, and spoke with them from heaven, and gave them right ordinances and true laws, good statutes and commandments,"
"Verse 13: No temptation has overtaken you that is not common to man. God is faithful, and he will not let you be tempted beyond your ability. But with the temptation he will also provide the way of escape, that you may be able to endure it.",verse|passage # 13|thirteen # full stop|. # your|yours # living|live # comma|pause # tempt|attract # as|same # other|rest # people|folks # experience|known # full stop|. # <unk> # <unk> # full stop|. # <unk> # <unk> # <unk> # patience|tolerance # can't|cannot # comma|pause # god|he # not|dis # suffered|endured # full stop|. # happen|occur # tempt|attract # comma|pause # god|he # reveal|testify # way|course # <unk> # comma|pause # so|thus # he|you # can|tin # patience|patient # full stop|.,"Verse 13: No temptation has taken you except what is common to man. God is faithful, who will not allow you to be tempted above what you are able, but will with the temptation also make the way of escape, that you may be able to endure it."
"Verse 13: ""How often should I go to them? Tell me."" They said to him, ""Seven times.""",verse|passage # 13|thirteen # full stop|. # <unk> # time|times # go|go to # comma|pause # <unk> # <unk> # theirs|your # brothers|brethren # who|whom # you|who # ?|question # <unk> # you all|them # <unk> # full stop|.,"Verse 13: On the second time Joseph was made known to his brothers, and Joseph's race was revealed to Pharaoh."
"Verse 13: Many go on a quest for the truth, sharing it with others, but trust is essential in keeping secrets.",verse 13 # full stop|. # <unk> # go to many places|go to multiple places # tell|inform # private|secret # comma|pause # but|however # people|folks # trust|confidence # important|crucial # can|tin # keep|detain # private|secret # full stop|.,"Verse 13: One who brings gossip betrays a confidence, but one who is of a trustworthy spirit is one who keeps a secret."
"Verse 13: The worker ran for the attendant, but is not.",verse|poem # 13|thirteen # full stop|. # <unk> # attendant|worker # run|ran # for-for # ?|question # <unk> # <unk> # <unk> # comma|pause # <unk> # ?|question # <unk> # comma|pause # <unk> # <unk> # ?|question # not|no # is|art # <unk> # full stop|.,"Verse 13: The hired hand flees because he is a hired hand, and doesn't care for the sheep."
Verse 13: Then the disciples understood that he spoke to them of John the Baptizer.,verse|passage # 13|thirteen # full stop|. # <unk> # all|every # theirs|your # disciple|follower of christ # you|who # <unk> # comma|pause # <unk> # 12|twelve # <unk> # full stop|. # <unk> # comma|pause,"Verse 13: When it was day, he called his disciples, and from them he chose twelve, whom he also named apostles:"
"Verse 13: When a gentle south wind began to blow, they saw their opportunity; so they weighed anchor and sailed along the shore of Crete.",verse|passage # 13|thirteen # full stop|. # <unk> # direction|opposite of north # wind|breeze # light|not heavy # comma|pause # <unk> # listen|hear # breakthrough|prevail # can|tin # full stop|. # well|good # <unk> # anchor|mooring # you all|you guys # <unk> # ?|question # near|close # crete|kriti # shore|beach # <unk> # full stop|.,"Verse 13: When the south wind blew softly, supposing that they had obtained their purpose, they weighed anchor and sailed along Crete, close to shore."
"Verse 13: Surely you remember the original message I brought to you, my <unk>.",verse|passage # 13|thirteen # full stop|. # truly|true # you all|these # remember|recall # comma|pause # happen|occur # gospel|good news # i|me # original|authentic # bring|bringing # you all|these # comma|pause # i|me # <unk> # full stop|.,Verse 13: but you know that because of weakness of the flesh I preached the Good News to you the first time.
"Verse 14: ""For the kingdom of God is not in word, but in power. What do you want? Shall I come to you with a rod, or in love and a spirit of gentleness?""",verse|passage # 14|fourteen # full stop|. # <unk> # comma|pause # <unk> # kingdom|nation # comma|pause # sign|signs # how|in what way # ?|question # stories|accounts # concerning|related # men|males # comma|pause # <unk> # <unk> # ready|alert # go|goes # full stop|. # <unk> # servers|maids # you|who # call|phone # together|in unison # ?|question # <unk> # comma|pause # <unk> # you|who # already left|was here but not now # comma|pause # <unk> # theirs|your # money|currency # give|provide # <unk> # full stop|.,"Verse 14: ""For it is like a man, going into another country, who called his own servants, and entrusted his goods to them."
"Verse 14: But if you will not send them, we will not go, for the man said to us, 'You shall not see my face unless your brother is with you.'",verse|passage # 14|fourteen # full stop|. # but|however # theirs|your # people|folks # <unk> # you|who # ?|question # <unk> # people|folks # you all|these # send|dispatch # <unk> # comma|pause # we|us # don't want|do not want # you|who # <unk> # our|belongs to us # king|master # full stop|.,"Verse 14: But his citizens hated him, and sent an envoy after him, saying, 'We don't want this man to reign over us.'"
"Verse 14: Truly, to eat is good for those who are growing. But solid food is for the mature, who by constant use have trained themselves to distinguish good from evil.",verse|passage # 14|fourteen # full stop|. # truly|true # eat|sup # comma|pause # to|for # people|folks # grow|growing # ?|question # <unk> # training|trained # have|had # ability|capability # recognize|discern # but|however # between|betwixt # <unk> # comma|pause # incorrect|wrong # full stop|.,"Verse 14: But solid food is for those who are full grown, who by reason of use have their senses exercised to discern good and evil."
"Verse 14: Your greatest strength will not be able to save you. When you are healed, you will become weak. Yes, even the strongest fighters will not be able to save themselves.",verse 14|fourteen # full stop|. # your|yours # <unk> # most|greatest # <unk> # not|dis # escape|retreat # full stop|. # <unk> # healed|cured # you|you all # direct|wilt # become|becomes # weak|feeble # comma|pause # yes|yeah # healed|cured # warriors|fighters # <unk> # deliver|delivered # themselves|selves # full stop|.,Verse 14: Flight will perish from the swift; and the strong won't strengthen his force; neither shall the mighty deliver himself;
"Verse 14: Pursue peace with everyone, and the holiness without which no one will see the Lord.",verse|passage # 14|fourteen # full stop|. # <unk> # living|live # peace|peaceful # with|by # <unk> # ?|question # <unk> # living|live # holy|holiness # ?|question # <unk> # not|dis # holy|holiness # comma|pause # lord # you all|you guys # direct|wilt # not|dis # <unk> # full stop|.,"Verse 14: Follow after peace with all men, and the sanctification without which no man will see the Lord,"
"Verse 14: I will <unk> <unk> from myself, he will tell you.",verse|poem # 14|fourteen # full stop|. # <unk> # <unk> # <unk> # i|me # future|will # ?|question # <unk> # <unk> # <unk> # from|starting from # me|myself # comma|pause # his|he # tell you|tell you all # full stop|.,"Verse 14: He will glorify me, for he will take from what is mine, and will declare it to you."
Verse 14: Will you have great joy in the future? Will there be a birth among the people?,verse|passage # 14|fourteen # full stop|. # <unk> # future|will # have|had # large|big # enjoy|pleasure # happy|joyful # ?|question # happen|occur # birth|begettest # comma|pause # <unk> # people|persons # <unk> # comma|pause,Verse 14: You will have joy and gladness; and many will rejoice at his birth.
"Verse 14: Then let them make known to you, you also about the insurrection, if I have done anything wrong while in their presence. Or let these men here tell what crime they found in me when I stood before the Sanhedrin.",verse|passage # 14|fourteen # full stop|. # then|next # announce|declare # determine|decide # full stop|. # <unk> # men|males # you all|these # already|previously # <unk> # i|me # comma|pause # <unk> # you|who # about|around # leads|guide # mutiny|insurrection # full stop|. # <unk> # already|previously # test # you|who # completed|finished # <unk> # <unk> # you all|these # ?|question # <unk> # <unk> # innocent|blameless # you|who # full stop|.,"Verse 14: and said to them, ""You brought this man to me as one that perverts the people, and see, I have examined him before you, and found no basis for a charge against this man concerning those things of which you accuse him."
