Row	Precision	Recall	F1
126	0.4516	0.3733	0.4088
127	0.3966	0.3433	0.3680
128	0.4630	0.5208	0.4902
129	0.3158	0.3934	0.3504
130	0.3736	0.4857	0.4224
131	0.3889	0.4667	0.4242
132	0.3051	0.3214	0.3130
133	0.3860	0.4151	0.4000
134	0.4167	0.3774	0.3960
135	0.3077	0.2759	0.2909
136	0.4730	0.5147	0.4930
137	0.3176	0.3649	0.3396
138	0.5439	0.6458	0.5905
139	0.3696	0.3953	0.3820
140	0.3590	0.2692	0.3077
141	0.3878	0.4524	0.4176
142	0.3200	0.3429	0.3310
143	0.3704	0.5405	0.4396
144	0.3621	0.2211	0.2745
145	0.2615	0.3148	0.2857
146	0.3016	0.4043	0.3455
147	0.3030	0.2941	0.2985
148	0.4615	0.4800	0.4706
149	0.4286	0.5000	0.4615
150	0.2979	0.3043	0.3011
151	0.2778	0.3521	0.3106
152	0.4103	0.3810	0.3951
153	0.3043	0.2917	0.2979
154	0.4634	0.3654	0.4086
155	0.4066	0.4111	0.4088
156	0.3710	0.3594	0.3651
157	0.3165	0.3378	0.3268
158	0.6071	0.4474	0.5152
159	0.2338	0.3158	0.2687
160	0.2857	0.2588	0.2716
161	0.3000	0.3659	0.3297
162	0.4861	0.4321	0.4575
163	0.6538	0.5000	0.5667
164	0.3485	0.3538	0.3511
165	0.2927	0.3636	0.3243
166	0.6042	0.4915	0.5421
167	0.6800	0.5484	0.6071
168	0.6000	0.4286	0.5000
169	0.3000	0.2571	0.2769
170	0.4118	0.3684	0.3889
171	0.3750	0.4000	0.3871
172	0.4500	0.4390	0.4444
173	0.3373	0.3415	0.3394
174	0.4394	0.3973	0.4173
175	0.4493	0.5254	0.4844
176	0.3788	0.3012	0.3356
177	0.3235	0.2973	0.3099
178	0.3095	0.3421	0.3250
179	0.2759	0.4000	0.3265
180	0.5429	0.5278	0.5352
181	0.4878	0.3704	0.4211
182	0.3659	0.4412	0.4000
183	0.4667	0.5676	0.5122
184	0.3261	0.3659	0.3448
185	0.4250	0.5397	0.4755
186	0.3600	0.3600	0.3600
187	0.5909	0.5000	0.5417
188	0.4333	0.4062	0.4194
189	0.1905	0.1429	0.1633
190	0.2812	0.3051	0.2927
191	0.4490	0.2933	0.3548
192	0.6757	0.4237	0.5208
193	0.4167	0.4167	0.4167
194	0.3542	0.3953	0.3736
195	0.4490	0.4783	0.4632
196	0.4054	0.2941	0.3409
197	0.4833	0.4394	0.4603
198	0.3404	0.2540	0.2909
199	0.6000	0.5192	0.5567
200	0.3065	0.2375	0.2676
201	0.3333	0.4912	0.3972
202	0.3529	0.3000	0.3243
203	0.2391	0.2933	0.2635
204	0.5172	0.5556	0.5357
205	0.4286	0.4286	0.4286
206	0.6400	0.5161	0.5714
207	0.2500	0.3438	0.2895
208	0.3117	0.3117	0.3117
209	0.4054	0.4167	0.4110
210	0.4167	0.4688	0.4412
211	0.5000	0.4444	0.4706
212	0.3279	0.2740	0.2985
213	0.3750	0.3913	0.3830
214	0.3143	0.2619	0.2857
215	0.5429	0.4872	0.5135
216	0.3333	0.1957	0.2466
217	0.5111	0.4510	0.4792
218	0.6667	0.8000	0.7273
219	0.4667	0.4667	0.4667
220	0.5641	0.5116	0.5366
221	0.2571	0.2903	0.2727
222	0.4179	0.3500	0.3810
223	0.4789	0.4722	0.4755
224	0.3012	0.3521	0.3247
225	0.4921	0.5254	0.5082
226	0.3077	0.3019	0.3048
227	0.3412	0.4462	0.3867
228	0.3542	0.3400	0.3469
229	0.6825	0.6615	0.6719
230	0.2785	0.5116	0.3607
231	0.4217	0.4605	0.4403
232	0.4545	0.3947	0.4225
233	0.5169	0.6479	0.5750
234	0.3676	0.4464	0.4032
235	0.3299	0.4384	0.3765
236	0.5682	0.4902	0.5263
237	0.4505	0.5190	0.4824
238	0.6087	0.6364	0.6222
239	0.3571	0.5000	0.4167
240	0.3231	0.3333	0.3281
241	0.2553	0.3243	0.2857
242	0.4500	0.4390	0.4444
243	0.2727	0.2903	0.2812
244	0.2824	0.3871	0.3265
245	0.2941	0.3226	0.3077
246	0.2588	0.3548	0.2993
247	0.4691	0.4691	0.4691
248	0.3958	0.4318	0.4130
249	0.5283	0.5000	0.5138
250	0.4861	0.4795	0.4828
251	0.4483	0.2955	0.3562
252	0.4615	0.7500	0.5714
253	0.5000	0.3678	0.4238
254	0.3548	0.3235	0.3385
255	0.3095	0.3939	0.3467
256	0.4483	0.3611	0.4000
257	0.3788	0.3968	0.3876
258	0.4844	0.3924	0.4336
259	0.1974	0.2632	0.2256
260	0.2727	0.3396	0.3025
261	0.3125	0.3125	0.3125
262	0.4231	0.4000	0.4112
263	0.3443	0.4286	0.3818
264	1.0000	1.0000	1.0000
265	0.4186	0.4615	0.4390
266	0.4177	0.4783	0.4459
267	0.3443	0.3684	0.3559
268	0.5577	0.5000	0.5273
269	0.4375	0.4565	0.4468
270	0.3800	0.3167	0.3455
271	0.5106	0.5455	0.5275
272	0.4308	0.4590	0.4444
273	0.5682	0.6098	0.5882
274	0.4691	0.4810	0.4750
275	0.3036	0.2208	0.2556
276	0.3378	0.3333	0.3356
277	0.4146	0.4595	0.4359
278	0.1980	0.2985	0.2381
279	0.3529	0.4500	0.3956
280	0.2597	0.2899	0.2740
281	0.3750	0.3333	0.3529
282	0.5254	0.7045	0.6019
283	0.4444	0.3951	0.4183
284	0.2923	0.3333	0.3115
285	0.3774	0.3448	0.3604
286	0.4375	0.3415	0.3836
287	0.4107	0.2949	0.3433
288	0.3636	0.2941	0.3252
289	0.3448	0.4167	0.3774
290	0.5741	0.6327	0.6019
291	0.4167	0.4717	0.4425
292	0.2857	0.3729	0.3235
293	0.2838	0.3387	0.3088
294	0.3830	0.3750	0.3789
295	0.3846	0.3333	0.3571
296	0.3284	0.4231	0.3697
297	0.4222	0.3878	0.4043
298	0.2069	0.2500	0.2264
299	0.3770	0.3538	0.3651
300	0.3860	0.4231	0.4037
301	0.3902	0.4324	0.4103
302	0.5303	0.4795	0.5036
303	0.3871	0.5625	0.4586
304	0.4186	0.4615	0.4390
305	0.3542	0.3469	0.3505
306	0.5238	0.5000	0.5116
307	0.4706	0.4706	0.4706
308	0.3774	0.4167	0.3960
309	0.3333	0.4000	0.3636
310	0.4247	0.4429	0.4336
311	0.3390	0.3390	0.3390
312	0.5161	0.5161	0.5161
313	0.2639	0.3167	0.2879
314	0.5397	0.5075	0.5231
315	0.2826	0.2407	0.2600
316	0.3077	0.3636	0.3333
317	0.3182	0.2545	0.2828
318	0.4211	0.3556	0.3855
319	0.2692	0.2979	0.2828
320	0.3000	0.3429	0.3200
321	0.3585	0.3654	0.3619
322	0.3684	0.2642	0.3077
323	0.4655	0.4154	0.4390
324	0.4340	0.5349	0.4792
325	0.3529	0.5106	0.4174
326	0.3226	0.2632	0.2899
327	0.3864	0.3469	0.3656
328	0.3158	0.1579	0.2105
329	0.3810	0.3721	0.3765
330	0.2970	0.4167	0.3468
331	0.5000	0.4304	0.4626
332	0.4634	0.3958	0.4270
333	0.3030	0.3077	0.3053
334	0.3284	0.3014	0.3143
335	0.2817	0.3077	0.2941
336	0.3095	0.2321	0.2653
337	0.3250	0.4643	0.3824
338	0.4118	0.4884	0.4468
339	0.3824	0.4643	0.4194
340	0.4179	0.3944	0.4058
341	0.5172	0.4839	0.5000
342	0.2500	0.3846	0.3030
343	0.4483	0.2281	0.3023
344	0.3684	0.4667	0.4118
345	0.2794	0.2923	0.2857
346	0.3878	0.4318	0.4086
347	0.6667	0.6909	0.6786
348	0.6923	0.6923	0.6923
349	0.1556	0.1628	0.1591
350	0.4531	0.5918	0.5133
351	0.6170	0.6304	0.6237
352	0.5385	0.5000	0.5185
353	0.3542	0.3208	0.3366
354	0.2778	0.2703	0.2740
355	0.5412	0.6053	0.5714
356	0.9412	0.8889	0.9143
Media F1: 0.40900381337166386
