Row	Precision	Recall	F1
102	0.3333	0.3263	0.3298
103	0.5116	0.4490	0.4783
104	0.3846	0.3571	0.3704
105	0.5873	0.6379	0.6116
106	0.4571	0.4384	0.4476
107	0.4412	0.3846	0.4110
108	0.3152	0.3973	0.3515
109	0.3673	0.4737	0.4138
110	0.4110	0.4000	0.4054
111	0.3708	0.4231	0.3952
112	0.4766	0.5152	0.4951
113	0.2258	0.2500	0.2373
114	0.3099	0.3860	0.3438
115	0.4714	0.5156	0.4925
116	0.2553	0.2609	0.2581
117	0.4857	0.3656	0.4172
118	0.2985	0.3571	0.3252
119	0.4459	0.4024	0.4231
120	0.2821	0.4000	0.3308
121	0.3231	0.3088	0.3158
122	0.3276	0.3167	0.3220
123	0.4583	0.4889	0.4731
124	0.3158	0.2769	0.2951
125	0.4237	0.4098	0.4167
126	0.4154	0.3600	0.3857
127	0.3333	0.2985	0.3150
128	0.3750	0.4375	0.4038
129	0.2771	0.3770	0.3194
130	0.3558	0.5286	0.4253
131	0.2667	0.2667	0.2667
132	0.2769	0.3214	0.2975
133	0.3158	0.3396	0.3273
134	0.3492	0.4151	0.3793
135	0.2857	0.2414	0.2617
136	0.5224	0.5147	0.5185
137	0.2841	0.3378	0.3086
138	0.6444	0.6042	0.6237
139	0.2791	0.2791	0.2791
140	0.3556	0.3077	0.3299
141	0.3509	0.4762	0.4040
142	0.3276	0.2714	0.2969
143	0.3684	0.5676	0.4468
144	0.3944	0.2947	0.3373
145	0.2692	0.3889	0.3182
146	0.3623	0.5319	0.4310
147	0.3220	0.2794	0.2992
148	0.3750	0.4200	0.3962
149	0.3556	0.4444	0.3951
150	0.2889	0.2826	0.2857
151	0.2551	0.3521	0.2959
152	0.3699	0.3214	0.3439
153	0.3077	0.3333	0.3200
154	0.4615	0.3462	0.3956
155	0.3205	0.2778	0.2976
156	0.4030	0.4219	0.4122
157	0.3562	0.3514	0.3537
158	0.4571	0.4211	0.4384
159	0.2118	0.3158	0.2535
160	0.3077	0.3765	0.3386
161	0.2679	0.3659	0.3093
162	0.4625	0.4568	0.4596
163	0.6000	0.5294	0.5625
164	0.5323	0.5077	0.5197
165	0.3400	0.5152	0.4096
166	0.5094	0.4576	0.4821
167	0.5758	0.6129	0.5938
168	0.4242	0.4000	0.4118
169	0.3171	0.3714	0.3421
170	0.4839	0.3947	0.4348
171	0.2857	0.3333	0.3077
172	0.4118	0.3415	0.3733
173	0.3375	0.3293	0.3333
174	0.2778	0.3425	0.3067
175	0.2881	0.2881	0.2881
176	0.3944	0.3373	0.3636
177	0.3478	0.4324	0.3855
178	0.2059	0.1842	0.1944
179	0.1846	0.3000	0.2286
180	0.3714	0.3611	0.3662
181	0.4773	0.3889	0.4286
182	0.4146	0.5000	0.4533
183	0.3519	0.5135	0.4176
184	0.2500	0.2927	0.2697
185	0.3425	0.3968	0.3676
186	0.4151	0.4400	0.4272
187	0.4231	0.4231	0.4231
188	0.2459	0.2344	0.2400
189	0.2391	0.1964	0.2157
190	0.2353	0.2712	0.2520
191	0.5102	0.3333	0.4032
192	0.6750	0.4576	0.5455
193	0.4355	0.4500	0.4426
194	0.4242	0.3256	0.3684
195	0.3585	0.4130	0.3838
196	0.4054	0.2941	0.3409
197	0.3710	0.3485	0.3594
198	0.3562	0.4127	0.3824
199	0.4143	0.5577	0.4754
200	0.3448	0.3750	0.3593
201	0.3514	0.4561	0.3969
202	0.2955	0.3250	0.3095
203	0.2593	0.2800	0.2692
204	0.3803	0.5000	0.4320
205	0.3902	0.3810	0.3855
206	0.5667	0.5484	0.5574
207	0.2308	0.3750	0.2857
208	0.3696	0.4416	0.4024
209	0.2800	0.3889	0.3256
210	0.2973	0.3438	0.3188
211	0.3929	0.3056	0.3438
212	0.2794	0.2603	0.2695
213	0.4400	0.4783	0.4583
214	0.2619	0.2619	0.2619
215	0.4250	0.4359	0.4304
216	0.4583	0.2391	0.3143
217	0.3488	0.2941	0.3191
218	0.6667	0.8000	0.7273
219	0.4396	0.4444	0.4420
220	0.5676	0.4884	0.5250
221	0.2828	0.3011	0.2917
222	0.3731	0.3125	0.3401
223	0.3974	0.4306	0.4133
224	0.2824	0.3380	0.3077
225	0.3438	0.3729	0.3577
226	0.3600	0.3396	0.3495
227	0.3976	0.5077	0.4459
228	0.3103	0.3600	0.3333
229	0.4875	0.6000	0.5379
230	0.1818	0.3256	0.2333
231	0.3571	0.4605	0.4023
232	0.4571	0.4211	0.4384
233	0.3021	0.4085	0.3473
234	0.2857	0.3929	0.3308
235	0.3736	0.4658	0.4146
236	0.3922	0.3922	0.3922
237	0.4330	0.5316	0.4773
238	0.6400	0.7273	0.6809
239	0.2558	0.3667	0.3014
240	0.2899	0.3175	0.3030
241	0.2264	0.3243	0.2667
242	0.3404	0.3902	0.3636
243	0.2619	0.3548	0.3014
244	0.2283	0.3387	0.2727
245	0.3175	0.3226	0.3200
246	0.2561	0.3387	0.2917
247	0.4878	0.4938	0.4908
248	0.3958	0.4318	0.4130
249	0.3265	0.2857	0.3048
250	0.3864	0.4658	0.4224
251	0.4242	0.3182	0.3636
252	0.4318	0.7917	0.5588
253	0.4930	0.4023	0.4430
254	0.3580	0.4265	0.3893
255	0.2614	0.3485	0.2987
256	0.5714	0.4444	0.5000
257	0.3553	0.4286	0.3885
258	0.4000	0.4051	0.4025
259	0.2222	0.3158	0.2609
260	0.2667	0.3019	0.2832
261	0.3077	0.3750	0.3380
262	0.4000	0.3273	0.3600
263	0.2778	0.4082	0.3306
264	1.0000	1.0000	1.0000
265	0.3542	0.4359	0.3908
266	0.3864	0.4928	0.4331
267	0.3433	0.4035	0.3710
268	0.4000	0.4138	0.4068
269	0.4231	0.4783	0.4490
270	0.5000	0.4000	0.4444
271	0.5116	0.5000	0.5057
272	0.4127	0.4262	0.4194
273	0.3913	0.4390	0.4138
274	0.3478	0.4051	0.3743
275	0.2985	0.2597	0.2778
276	0.2794	0.2533	0.2657
277	0.3333	0.3514	0.3421
278	0.2308	0.3582	0.2807
279	0.3878	0.4750	0.4270
280	0.2976	0.3623	0.3268
281	0.3171	0.3611	0.3377
282	0.4655	0.6136	0.5294
283	0.3766	0.3580	0.3671
284	0.2344	0.2632	0.2479
285	0.3000	0.2069	0.2449
286	0.6667	0.4878	0.5634
287	0.3636	0.3077	0.3333
288	0.2909	0.2353	0.2602
289	0.2333	0.2917	0.2593
290	0.4833	0.5918	0.5321
291	0.3692	0.4528	0.4068
292	0.2750	0.3729	0.3165
293	0.3462	0.4355	0.3857
294	0.3617	0.3542	0.3579
295	0.3256	0.2333	0.2718
296	0.2653	0.2500	0.2574
297	0.4222	0.3878	0.4043
298	0.2043	0.2639	0.2303
299	0.2817	0.3077	0.2941
300	0.4255	0.3846	0.4040
301	0.3714	0.3514	0.3611
302	0.4769	0.4247	0.4493
303	0.3838	0.5938	0.4663
304	0.3721	0.4103	0.3902
305	0.3390	0.4082	0.3704
306	0.4667	0.4773	0.4719
307	0.6364	0.5490	0.5895
308	0.3529	0.3750	0.3636
309	0.3016	0.3800	0.3363
310	0.4915	0.4143	0.4496
311	0.2903	0.3051	0.2975
312	0.6786	0.6129	0.6441
313	0.2535	0.3000	0.2748
314	0.4865	0.5373	0.5106
315	0.2708	0.2407	0.2549
316	0.2857	0.3333	0.3077
317	0.2982	0.3091	0.3036
318	0.4222	0.4222	0.4222
319	0.2182	0.2553	0.2353
320	0.3030	0.2857	0.2941
321	0.3750	0.4038	0.3889
322	0.3529	0.2264	0.2759
323	0.2639	0.2923	0.2774
324	0.2464	0.3953	0.3036
325	0.3966	0.4894	0.4381
326	0.4231	0.2895	0.3438
327	0.3542	0.3469	0.3505
328	0.2615	0.2237	0.2411
329	0.3095	0.3023	0.3059
330	0.3333	0.3472	0.3401
331	0.3797	0.3797	0.3797
332	0.4118	0.4375	0.4242
333	0.3611	0.4000	0.3796
334	0.2436	0.2603	0.2517
335	0.3846	0.4615	0.4196
336	0.2826	0.2321	0.2549
337	0.3077	0.4286	0.3582
338	0.3333	0.4884	0.3962
339	0.2899	0.3571	0.3200
340	0.3253	0.3803	0.3506
341	0.4667	0.4516	0.4590
342	0.3333	0.4615	0.3871
343	0.5556	0.2632	0.3571
344	0.3684	0.4667	0.4118
345	0.3971	0.4154	0.4060
346	0.3167	0.4318	0.3654
347	0.4219	0.4909	0.4538
348	0.5682	0.6410	0.6024
349	0.1852	0.2326	0.2062
350	0.5714	0.6531	0.6095
351	0.3585	0.4130	0.3838
352	0.5472	0.5179	0.5321
353	0.3191	0.2830	0.3000
354	0.2407	0.3514	0.2857
355	0.5116	0.5789	0.5432
356	0.8667	0.7222	0.7879
Media F1: 0.3803007134435894
